Unnamed: 0;g__;g__02d06;g__1-68;g__Abiotrophia;g__Acetobacter;g__Acidaminococcus;g__Acidovorax;g__Acinetobacter;g__Actinobacillus;g__Actinomyces;g__Adlercreutzia;g__Aerococcus;g__Aggregatibacter;g__Agrobacterium;g__Akkermansia;g__Alicyclobacillus;g__Alistipes;g__Allobaculum;g__Alloiococcus;g__Anaerococcus;g__Anaerofustis;g__Anaerostipes;g__Anaerotruncus;g__Anoxybacillus;g__Arcobacter;g__Arthrobacter;g__Atopobium;g__Bacillus;g__Bacteroides;g__Balneimonas;g__Bifidobacterium;g__Bilophila;g__Blautia;g__Brachybacterium;g__Brachyspira;g__Brevibacterium;g__Brevundimonas;g__Brochothrix;g__Bulleidia;g__Burkholderia;g__Butyricicoccus;g__Butyricimonas;g__Butyrivibrio;g__Campylobacter;g__Capnocytophaga;g__Cardiobacterium;g__Carica;g__Carnobacterium;g__Catenibacterium;g__Catonella;g__Cetobacterium;g__Christensenella;g__Chryseobacterium;g__Citricoccus;g__Citrobacter;g__Citrullus;g__Cloacibacillus;g__Cloacibacterium;g__Clostridium;g__Collinsella;g__Comamonas;g__Coprobacillus;g__Coprococcus;g__Corynebacterium;g__Cupriavidus;g__Curtobacterium;g__Defluvibacter;g__Dehalobacterium;g__Deinococcus;g__Delftia;g__Dermabacter;g__Desulfovibrio;g__Devosia;g__Dialister;g__Dietzia;g__Dorea;g__Dyadobacter;g__Eggerthella;g__Eikenella;g__Enhydrobacter;g__Enterobacter;g__Enterococcus;g__Epulopiscium;g__Erwinia;g__Escherichia;g__Ethanoligenens;g__Eubacterium;g__Facklamia;g__Faecalibacterium;g__Filifactor;g__Finegoldia;g__Flavobacterium;g__Friedmanniella;g__Frigoribacterium;g__Fusobacterium;g__Gallicola;g__Gardnerella;g__Gemella;g__Geobacillus;g__Gluconacetobacter;g__Gordonia;g__Granulicatella;g__Haemophilus;g__Halomonas;g__Helicobacter;g__Holdemania;g__Hydrogenophilus;g__Hyphomicrobium;g__Iamia;g__Janibacter;g__Janthinobacterium;g__Jeotgalicoccus;g__Kaistobacter;g__Kineococcus;g__Klebsiella;g__Kocuria;g__Lachnobacterium;g__Lachnospira;g__Lactobacillus;g__Lactococcus;g__Lautropia;g__Leptotrichia;g__Leuconostoc;g__Lupinus;g__Macrococcus;g__Marinilactibacillus;g__Megamonas;g__Megasphaera;g__Mesorhizobium;g__Methylobacterium;g__Micrococcus;g__Mogibacterium;g__Moraxella;g__Morganella;g__Moryella;g__Mycoplana;g__Neisseria;g__Nesterenkonia;g__Nitrospira;g__Novosphingobium;g__Ochrobactrum;g__Odoribacter;g__Oribacterium;g__Oscillospira;g__Oxalobacter;g__Paenibacillus;g__Parabacteroides;g__Paracoccus;g__Paraprevotella;g__Parvimonas;g__Pediococcus;g__Pedobacter;g__Peptococcus;g__Peptoniphilus;g__Peptostreptococcus;g__Phascolarctobacterium;g__Phenylobacterium;g__Phyllobacterium;g__Plesiomonas;g__Podophyllum;g__Porphyromonas;g__Prevotella;g__Propionibacterium;g__Proteus;g__Pseudochrobactrum;g__Pseudomonas;g__Pseudoramibacter_Eubacterium;g__Pseudoxanthomonas;g__Psychrobacter;g__Pyramidobacter;g__RFN20;g__Ralstonia;g__Raphanus;g__Rhodobacter;g__Rhodococcus;g__Rhodoplanes;g__Robinsoniella;g__Roseburia;g__Rothia;g__Ruminococcus;g__SMB53;g__Saccharopolyspora;g__Sarcina;g__Scardovia;g__Sediminibacterium;g__Segetibacter;g__Selenomonas;g__Serinicoccus;g__Serratia;g__Sharpea;g__Shewanella;g__Slackia;g__Sneathia;g__Sphingobacterium;g__Sphingobium;g__Sphingomonas;g__Sphingopyxis;g__Staphylococcus;g__Stenotrophomonas;g__Steroidobacter;g__Streptococcus;g__Succinatimonas;g__Sutterella;g__Synergistes;g__TG5;g__Tannerella;g__Tepidimonas;g__Thermoanaerobacterium;g__Thermomonas;g__Trabulsiella;g__Treponema;g__Turicibacter;g__Varibaculum;g__Veillonella;g__Victivallis;g__WAL_1855D;g__Weissella;g__Zea;g__cc_115;g__ph2;g__rc4-4
HMP2_J45248_1_ST_T0_B0_0120_ZOZOW1T-6038-1_APAJ2;0.2932314567865638;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.208246233691343e-05;7.208246233691343e-05;0.0;0.0;0.0;7.208246233691343e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00014416492467382686;7.208246233691343e-05;0.0;0.0;0.0;0.0;0.0;0.29366395156058533;0.0;7.208246233691343e-05;0.00014416492467382686;0.0300583867944929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000504577236358394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.208246233691343e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.000504577236358394;0.0015858141714120955;0.0;0.0;0.011244864124558496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011389029049232322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20543501766020328;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00014416492467382686;0.008649895480429612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000504577236358394;0.0;0.013767750306350465;0.0;0.0;0.045772363583940025;0.0;0.01636271895047935;0.0;0.0;0.0;0.0;0.0;0.0;0.007064081309017516;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026310098752973403;0.0;0.01326317306999207;0.0012254018597275282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01744395588553305;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008649895480429612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002883298493476537
HMP2_J45258_1_ST_T0_B0_0120_ZOZOW1T-6021-2_APAJ2;0.39740192593550056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012925741614425127;0.0;6.462870807212564e-05;0.0;6.462870807212564e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00019388612421637692;0.0;0.0;0.0;0.0;0.0;0.0;0.37665611064434823;0.0;0.0;0.0006462870807212563;0.02959994829703354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013572028695146383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012925741614425127;0.0;0.0;0.0;0.0;0.0;0.0;0.00038777224843275385;0.0027790344471014024;0.0;0.0;0.006786014347573192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012925741614425127;0.0;0.0;0.0;0.007044529179861695;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.462870807212564e-05;0.0;0.07606798940089188;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006462870807212563;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01706197893104117;0.0011633167452982614;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005816583726491307;0.0;0.006010469850707684;0.0;0.0;0.011439281328766237;0.0;0.02119821624765721;0.0;0.0;0.0;0.0;0.0;0.0;0.010857622956117106;0.0;0.0;0.0;0.0;0.0;0.00012925741614425127;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019388612421637692;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01305499903056938;0.0;0.007367672720222322;0.00032314354036062817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019388612421637692;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.462870807212564e-05;0.0;0.0;0.00012925741614425127;0.0;0.009888192335035222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.462870807212564e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012925741614425127
HMP2_J09155_1_ST_T0_B0_0120_ZYHHR4Z-1024_ADM3N;0.44964115797113136;0.0;0.0;0.0;0.0;0.001128941214418192;0.0;0.0;0.0;0.0;0.00032255463269091205;0.0;0.0;0.0;0.010402386904281913;0.0;0.028868639625836627;0.0;0.0;0.0;0.0;8.063865817272801e-05;8.063865817272801e-05;0.0;0.0;0.0;0.0;0.0;0.40609628255785823;0.0;0.0;0.00016127731634545602;0.03798080799935489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001532134505281832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00241915974518184;0.0013708571889363762;0.0;0.0;0.002499798403354568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0054027900975727764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00040319329086364;0.0;0.0;0.0;0.00048383194903636804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016127731634545602;0.0;8.063865817272801e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01378921054753649;0.0;0.004354487541327313;0.00024191597451818402;0.0;0.010805580195145553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019353277961454722;0.0;0.0;0.0;0.0;8.063865817272801e-05;0.00024191597451818402;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016127731634545602;0.0;0.01741795016530925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.063865817272801e-05;0.0;0.00161277316345456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016127731634545602;0.0;0.0;0.0
HMP2_J79875_1_ST_T0_B0_0120_ZL9BTWF-6014_B86HB;0.04951110239052945;0.0;0.0;0.0;0.0;0.0017332156054808857;0.0;0.0;0.0;3.270218123548841e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08316164688184702;0.0;0.0;9.810654370646523e-05;0.017103240786160438;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.270218123548841e-05;0.00019621308741293045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00029431963111939565;0.0037607508420811667;0.0;3.270218123548841e-05;0.008829588933581869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019621308741293045;0.0;3.270218123548841e-05;0.0;0.001373491611890513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.540436247097682e-05;0.0;0.005265051178913634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00013080872494195363;0.0027796854050165147;0.0;3.270218123548841e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00035972399359037247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014061937931260015;3.270218123548841e-05;0.0;0.022041270152719186;0.0;0.004676411916674842;0.0;0.0;0.0;0.0;0.0;0.0;3.270218123548841e-05;0.0;0.0;0.0;0.0;0.0;0.7228817162104713;6.540436247097682e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003139409398606887;0.0;0.0033356224860198176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016351090617744204;0.0;0.0;0.0;0.0;0.0;3.270218123548841e-05;0.0;0.0;0.0003270218123548841;0.0;0.06684325844533831;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMP2_J45288_1_ST_T0_B0_0120_ZOZOW1T-6027-3_APATM;0.2755909381296378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.9142464003145115e-05;0.00019656985601258046;0.0;0.0;0.0;0.0023588382721509656;0.0;0.0;0.0;0.0;0.0;0.0;4.9142464003145115e-05;0.0003439972480220158;0.0;0.0;0.0;0.0;0.0;0.27475551624158434;0.0;0.0;9.828492800629023e-05;0.006978229888446607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005405671040345963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.9142464003145115e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0020639834881320948;0.0006388520320408865;0.0;0.0;0.004668534080298786;0.0;0.0;0.0;0.0;9.828492800629023e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015529018624993857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14035087719298245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003931397120251609;0.01095876947270136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019656985601258046;0.0;0.03965796845053811;0.0005405671040345963;0.0;0.023883237505528527;0.0;0.06791488525234655;4.9142464003145115e-05;0.0;0.0;0.0;0.0;0.0;0.019362130817239177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002457123200157256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005749668288367979;0.0;0.0583812472357364;0.0003439972480220158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.828492800629023e-05;0.0;0.0422625190427048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003931397120251609;0.0;4.9142464003145115e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0002948547840188707
HMP2_J43810_1_ST_T0_B0_0120_ZLZNCLZ-1036_ANBEN;0.2987436578883788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49359748731577674;0.0;0.0;0.0;0.015341870016912298;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002053636143996134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012080212611741966;0.0;0.0;0.0015704276395264558;0.012080212611741966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000724812756704518;0.0;0.004832085044696787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012080212611741966;0.0;0.04940806958202464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000362406378352259;0.034066199565112344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012080212611741966;0.0;0.0;0.0;0.0;0.0;0.0;0.0027784489007006523;0.0;0.007610533945397439;0.0;0.0;0.02476443585407103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004107272287992268;0.0;0.0;0.0;0.0;0.0;0.000362406378352259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002899251026818072;0.0;0.024039623097366514;0.001087219135056777;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009664170089393573;0.0;0.015462672143029717;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002174438270113554;0.0;0.0006040106305870984;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMP2_J79974_1_ST_T0_B0_0120_ZUF48YS-07_B64B9;0.25842696629213485;0.0;0.0;0.0;0.0;0.0046816479400749065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0149812734082397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45786516853932585;0.0;0.0;0.0009363295880149813;0.020599250936329586;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018726591760299626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009363295880149813;0.013108614232209739;0.0;0.0;0.019662921348314606;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009363295880149813;0.0;0.003745318352059925;0.0;0.0009363295880149813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0056179775280898875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0046816479400749065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018726591760299626;0.0;0.00749063670411985;0.0009363295880149813;0.0;0.08426966292134831;0.0;0.0009363295880149813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028089887640449437;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009363295880149813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMP2_J79826_1_ST_T0_B0_0120_ZKFV71L-6022_B64B9;0.3061062163485071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.118453255017132e-05;0.0;0.00012236906510034264;0.0;0.0;0.0;0.0;0.0;6.118453255017132e-05;0.0;0.0;0.0;0.0;0.0;0.45955702398433673;0.0;0.0;0.0;0.0311429270680372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004282917278511992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01297112090063632;0.0024473813020068525;0.0;0.0;0.011992168379833579;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012236906510034264;0.0;0.0;0.0;0.0020190895741556535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07213656387665199;0.0;0.0;0.0;0.0;0.0;6.118453255017132e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.118453255017132e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018294175232501222;0.015112579539892316;6.118453255017132e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009789525208027412;0.0;0.007219774840920215;0.0018355359765051395;0.0;0.007709251101321586;0.0;0.0;0.0;0.0;0.0;0.0002447381302006853;0.0;0.0;0.006424375917767988;0.0;0.0;0.0;0.0;0.0;6.118453255017132e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015051395007342145;0.0;0.018906020558002938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009177679882525697;0.0;0.006730298580518845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.118453255017132e-05;0.0009177679882525697;0.0;0.0;0.0;0.00018355359765051394;0.0;0.0
HMP2_J09112_1_ST_T0_B0_0120_ZK4CK8Y-05_ADM3N;0.49930875576036865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.76036866359447e-05;0.0;0.0;0.0;0.02033410138248848;0.0;0.0001152073732718894;0.0;0.0;0.0;5.76036866359447e-05;0.0001728110599078341;0.0;0.0;0.0;0.0;0.0;0.0;0.13554147465437788;0.0;0.0;0.0;0.02085253456221198;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002880184331797235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015552995391705069;0.0001728110599078341;0.0;0.0;0.03444700460829493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001728110599078341;0.0;0.0;0.0;0.002476958525345622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03317972350230415;0.0;0.0;0.0;0.0;0.0;5.76036866359447e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003456221198156682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002880184331797235;0.031048387096774193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002304147465437788;0.0;0.005011520737327189;0.0002880184331797235;0.0;0.12793778801843317;0.0;0.0;5.76036866359447e-05;0.0;0.0;0.0;0.0;0.0;0.0013824884792626728;0.0;0.0;0.0;0.0;0.0;0.0001152073732718894;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002131336405529954;0.0;0.07505760368663594;0.0020161290322580645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.76036866359447e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002304147465437788;0.0;0.0016705069124423964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002304147465437788;0.0;0.0;0.0;0.0;0.0;0.0;0.0010368663594470047;0.0;0.0
HMP2_J28669_1_ST_T0_B0_0120_ZKVR426-2014_AVTWA;0.1829318089015925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0053899550837076355;0.0;0.001959983666802777;0.0;0.0;0.0;0.0;8.166598611678236e-05;8.166598611678236e-05;0.0;0.0;0.0;0.0;0.0;0.57411188240098;0.0;8.166598611678236e-05;0.0;0.007023274806043283;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001143323805634953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00032666394446712944;0.002041649652919559;0.0;0.0;0.0083299305839118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.166598611678236e-05;0.0;0.0;0.0;0.0004899959167006942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0865659452837893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00032666394446712944;0.014209881584320131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010616578195181707;0.0;0.008901592486729277;0.0;0.0;0.0083299305839118;0.0;0.03568803593303389;0.0;0.0;0.0;0.0;0.0;0.0;0.006696610861576154;0.0;0.0;0.0;0.0;0.0;0.0013066557778685177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012249897917517355;0.0;0.04050632911392405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0111065741118824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
