Unnamed: 0,o__,o__Acidimicrobiales,o__Acidobacteriales,o__Actinomycetales,o__Aeromonadales,o__Alteromonadales,o__Anaeroplasmatales,o__Aquificales,o__Bacillales,o__Bacteroidales,o__Bifidobacteriales,o__Burkholderiales,o__CW040,o__Campylobacterales,o__Cardiobacteriales,o__Caulobacterales,o__Chlorophyta,o__Clostridiales,o__Coriobacteriales,o__Cytophagales,o__Deinococcales,o__Desulfovibrionales,o__EW055,o__Enterobacteriales,o__Erysipelotrichales,o__Flavobacteriales,o__Fusobacteriales,o__Gemellales,o__Halanaerobiales,o__I025,o__IS-44,o__Lactobacillales,o__ML615J-28,o__MLE1-12,o__Neisseriales,o__Nitrospirales,o__Oceanospirillales,o__Pasteurellales,o__Pseudomonadales,o__RB41,o__RF32,o__RF39,o__Rhizobiales,o__Rhodobacterales,o__Rhodocyclales,o__Rhodospirillales,o__Rickettsiales,o__SC-I-84,o__SHA-98,o__Sphingobacteriales,o__Sphingomonadales,o__Spirochaetales,o__Streptophyta,o__Synergistales,o__Turicibacterales,o__Verrucomicrobiales,o__Victivallales,o__WD2101,o__Xanthomonadales,o__YS2,o__[Brachyspirales],o__[Cerasicoccales],o__[Saprospirales]
HMP2_J79812_1_ST_T0_B0_0120_ZPDABJR-6036_B64B9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14795.0,0.0,267.0,0.0,9.0,0.0,0.0,0.0,9544.0,25.0,0.0,0.0,1.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
HMP2_J45512_1_ST_T0_B0_0120_ZVBQY1N-02_APA62,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,27791.0,0.0,2732.0,0.0,0.0,0.0,0.0,0.0,8826.0,15.0,0.0,0.0,7.0,0.0,0.0,84.0,0.0,110.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,111.0,0.0,0.0,0.0
HMP2_J45523_1_ST_T0_B0_0120_ZV14SIB-03_APA62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10891.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,22285.0,44.0,0.0,0.0,8.0,0.0,0.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J79934_1_ST_T0_B0_0120_ZTL5S2Y-1014_B64B9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22469.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,8049.0,74.0,0.0,0.0,7.0,0.0,0.0,68.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J00881_1_ST_T0_B0_0122_ZMBH10Z-03_AA31J,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14325.0,2.0,454.0,0.0,0.0,0.0,1.0,0.0,12938.0,253.0,0.0,0.0,56.0,0.0,2.0,113.0,0.0,1.0,1.0,2.0,0.0,0.0,24.0,46.0,0.0,0.0,0.0,0.0,5.0,48.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4402.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
HMP2_J74151_1_ST_T0_B0_0120_ZYU89T9-2013-AL2_AVTWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3114.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45318_1_ST_T0_B0_0120_ZY9XQJP-01_APB4D,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12292.0,1772.0,0.0,0.0,0.0,0.0,1.0,113.0,0.0,0.0,0.0,5.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J66972_1_ST_T0_B0_0120_ZS78KHV-6025_APATM,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,6258.0,0.0,294.0,1.0,0.0,0.0,0.0,0.0,12353.0,264.0,0.0,0.0,8.0,0.0,0.0,210.0,0.0,0.0,3.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45537_1_ST_T0_B0_0120_ZJTKAE3-6022_APA62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30293.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,2784.0,2.0,0.0,0.0,5.0,0.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45117_1_ST_T0_B0_0120_ZRB0F6P-6014_APAJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5475.0,0.0,259.0,0.0,2.0,0.0,0.0,0.0,9352.0,28.0,0.0,0.0,74.0,0.0,6.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0
HMP2_J08152_1_ST_T0_B0_0120_ZOZOW1T-6011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22892.0,1.0,170.0,0.0,0.0,0.0,0.0,0.0,11093.0,29.0,0.0,0.0,8.0,0.0,0.0,249.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,629.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,492.0,166.0,0.0,0.0,85.0,0.0,0.0,0.0
HMP2_J09132_1_ST_T0_B0_0120_ZMGT937-1011_ADM3N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10752.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,26.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J08157_1_ST_T0_B0_0120_ZOZOW1T-6013A_ACNUP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19559.0,1.0,177.0,0.0,1.0,0.0,0.0,0.0,9986.0,8.0,0.0,0.0,9.0,0.0,2.0,147.0,0.0,0.0,0.0,87.0,0.0,0.0,1.0,299.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,509.0,47.0,0.0,0.0,56.0,0.0,0.0,0.0
HMP2_J80082_1_ST_T0_B0_0120_ZX52KVK-07_B86HB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16697.0,1.0,1327.0,0.0,2.0,0.0,0.0,0.0,12136.0,107.0,0.0,0.0,40.0,0.0,28.0,520.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
HMP2_J79827_1_ST_T0_B0_0120_ZPF36E2-04_B64B9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9201.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,3123.0,14.0,0.0,0.0,0.0,0.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J05395_1_ST_T0_B0_0120_ZOZOW1T-57ST_AAH7B,6.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,18.0,16956.0,0.0,60.0,3.0,1.0,0.0,1.0,0.0,16480.0,267.0,0.0,0.0,27.0,0.0,2.0,455.0,0.0,0.0,0.0,93.0,0.0,0.0,123.0,38.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,10.0,0.0,2.0,2.0,614.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
HMP2_J08151_1_ST_T0_B0_0120_ZOZOW1T-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26067.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,12609.0,12.0,0.0,0.0,15.0,0.0,2.0,531.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,1300.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,424.0,428.0,0.0,0.0,124.0,0.0,0.0,0.0
HMP2_J66947_1_ST_T0_B0_0120_ZN9YTFN-6015_APATM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,11151.0,682.0,0.0,0.0,0.0,0.0,2.0,694.0,0.0,0.0,0.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45327_1_ST_T0_B0_0120_ZNED4XZ-4013_APB4D,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9246.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14249.0,431.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J28655_1_ST_T0_B0_0120_ZX52KVK-2012_AVTWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3517.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,9664.0,29.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,321.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0
HMP2_J45197_1_ST_T0_B0_0120_ZOZOW1T-7016_APAJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14423.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,9243.0,19.0,0.0,0.0,17.0,0.0,7.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0
HMP2_J45141_1_ST_T0_B0_0120_ZKFV71L-2012_APAJ2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3972.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,8556.0,52.0,0.0,0.0,1.0,0.0,4.0,91.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,270.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,0.0,0.0,89.0,0.0,0.0,0.0
HMP2_J09111_1_ST_T0_B0_0120_ZKFV71L-05X_ADM3N,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7238.0,0.0,71.0,0.0,1.0,0.0,0.0,0.0,9999.0,9.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,27.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,5.0,111.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0
HMP2_J45586_1_ST_T0_B0_0120_ZRLZ98T-6011_APAJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4164.0,121.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,0.0,0.0,24.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
HMP2_J43812_1_ST_T0_B0_0120_ZYLJ7R7-01_ANBEN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3884.0,11.0,0.0,0.0,1.0,0.0,12.0,70.0,0.0,0.0,0.0,140.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J66953_1_ST_T0_B0_0120_ZPDABJR-3012_APATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11145.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,11038.0,131.0,0.0,0.0,3.0,0.0,68.0,86.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J79879_1_ST_T0_B0_0120_ZVBQY1N-6034_B86HB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31316.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,9942.0,51.0,0.0,0.0,3.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,38.0,0.0,0.0,0.0
HMP2_J08163_1_ST_T0_B0_0120_ZOZOW1T-6016_ACNUP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34404.0,0.0,286.0,0.0,1.0,0.0,0.0,0.0,9111.0,27.0,0.0,0.0,27.0,0.0,0.0,119.0,0.0,0.0,0.0,88.0,0.0,0.0,4.0,57.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,13.0,2384.0,92.0,0.0,0.0,542.0,0.0,0.0,0.0
HMP2_J45557_1_ST_T0_B0_0120_ZVM4N7A-6023_APA62,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18194.0,72.0,0.0,0.0,1.0,0.0,0.0,4685.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
HMP2_J09141_1_ST_T0_B0_0120_ZX52KVK-1014_ADM3N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4881.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,9420.0,25.0,0.0,0.0,3.0,0.0,1.0,240.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,768.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HMP2_J79833_1_ST_T0_B0_0120_ZOZOW1T-7043_B64B9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10944.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,8983.0,47.0,0.0,0.0,14.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,379.0,0.0,0.0,166.0,0.0,0.0,0.0
HMP2_J80054_1_ST_T0_B0_0120_ZPXU188-02_B86HB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4897.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,15703.0,901.0,0.0,0.0,3.0,0.0,16.0,489.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45649_1_ST_T0_B0_0120_ZVM4N7A-6035_APAJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8619.0,60.0,0.0,0.0,6.0,0.0,5.0,928.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
