Unnamed: 0,g__,g__02d06,g__1-68,g__Abiotrophia,g__Acetobacter,g__Acidaminococcus,g__Acidovorax,g__Acinetobacter,g__Actinobacillus,g__Actinomyces,g__Adlercreutzia,g__Aerococcus,g__Aggregatibacter,g__Agrobacterium,g__Akkermansia,g__Alicyclobacillus,g__Alistipes,g__Allobaculum,g__Alloiococcus,g__Anaerococcus,g__Anaerofustis,g__Anaerostipes,g__Anaerotruncus,g__Anoxybacillus,g__Arcobacter,g__Arthrobacter,g__Atopobium,g__Bacillus,g__Bacteroides,g__Balneimonas,g__Bifidobacterium,g__Bilophila,g__Blautia,g__Brachybacterium,g__Brachyspira,g__Brevibacterium,g__Brevundimonas,g__Brochothrix,g__Bulleidia,g__Burkholderia,g__Butyricicoccus,g__Butyricimonas,g__Butyrivibrio,g__Campylobacter,g__Capnocytophaga,g__Cardiobacterium,g__Carica,g__Carnobacterium,g__Catenibacterium,g__Catonella,g__Cetobacterium,g__Christensenella,g__Chryseobacterium,g__Citricoccus,g__Citrobacter,g__Citrullus,g__Cloacibacillus,g__Cloacibacterium,g__Clostridium,g__Collinsella,g__Comamonas,g__Coprobacillus,g__Coprococcus,g__Corynebacterium,g__Cupriavidus,g__Curtobacterium,g__Defluvibacter,g__Dehalobacterium,g__Deinococcus,g__Delftia,g__Dermabacter,g__Desulfovibrio,g__Devosia,g__Dialister,g__Dietzia,g__Dorea,g__Dyadobacter,g__Eggerthella,g__Eikenella,g__Enhydrobacter,g__Enterobacter,g__Enterococcus,g__Epulopiscium,g__Erwinia,g__Escherichia,g__Ethanoligenens,g__Facklamia,g__Faecalibacterium,g__Filifactor,g__Finegoldia,g__Flavobacterium,g__Friedmanniella,g__Frigoribacterium,g__Fusobacterium,g__Gallicola,g__Gardnerella,g__Gemella,g__Geobacillus,g__Gluconacetobacter,g__Gordonia,g__Granulicatella,g__Haemophilus,g__Halomonas,g__Helicobacter,g__Holdemania,g__Hydrogenophilus,g__Hyphomicrobium,g__Iamia,g__Janibacter,g__Janthinobacterium,g__Jeotgalicoccus,g__Kaistobacter,g__Kineococcus,g__Klebsiella,g__Kocuria,g__Lachnobacterium,g__Lachnospira,g__Lactobacillus,g__Lactococcus,g__Lautropia,g__Leptotrichia,g__Leuconostoc,g__Lupinus,g__Macrococcus,g__Marinilactibacillus,g__Megamonas,g__Megasphaera,g__Mesorhizobium,g__Methylobacterium,g__Micrococcus,g__Mogibacterium,g__Moraxella,g__Morganella,g__Moryella,g__Mycoplana,g__Neisseria,g__Nesterenkonia,g__Nitrospira,g__Novosphingobium,g__Ochrobactrum,g__Odoribacter,g__Oribacterium,g__Oscillospira,g__Oxalobacter,g__Paenibacillus,g__Parabacteroides,g__Paracoccus,g__Paraprevotella,g__Parvimonas,g__Pediococcus,g__Pedobacter,g__Peptococcus,g__Peptoniphilus,g__Peptostreptococcus,g__Phascolarctobacterium,g__Phenylobacterium,g__Phyllobacterium,g__Plesiomonas,g__Podophyllum,g__Porphyromonas,g__Prevotella,g__Propionibacterium,g__Proteus,g__Pseudochrobactrum,g__Pseudomonas,g__Pseudoramibacter_Eubacterium,g__Pseudoxanthomonas,g__Psychrobacter,g__Pyramidobacter,g__RFN20,g__Ralstonia,g__Raphanus,g__Rhodobacter,g__Rhodococcus,g__Rhodoplanes,g__Robinsoniella,g__Roseburia,g__Rothia,g__Ruminococcus,g__SMB53,g__Saccharopolyspora,g__Sarcina,g__Scardovia,g__Sediminibacterium,g__Segetibacter,g__Selenomonas,g__Serinicoccus,g__Serratia,g__Sharpea,g__Shewanella,g__Slackia,g__Sneathia,g__Sphingobacterium,g__Sphingobium,g__Sphingomonas,g__Sphingopyxis,g__Staphylococcus,g__Stenotrophomonas,g__Steroidobacter,g__Streptococcus,g__Succinatimonas,g__Sutterella,g__Synergistes,g__TG5,g__Tannerella,g__Tepidimonas,g__Thermoanaerobacterium,g__Thermomonas,g__Trabulsiella,g__Treponema,g__Turicibacter,g__Varibaculum,g__Veillonella,g__Victivallis,g__WAL_1855D,g__Weissella,g__Zea,g__cc_115,g__ph2,g__rc4-4,g__[Clostridium],g__[Eubacterium],g__[Prevotella],g__[Ruminococcus]
HMP2_J45482_1_ST_T0_B0_0120_ZVM4N7A-6016_APA62,11959,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,5949,0,0,1,1775,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,8,37,0,1,1588,0,0,0,0,0,0,0,0,0,0,0,0,652,0,1,0,0,0,0,0,0,0,0,0,6412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,142,0,0,59,0,467,0,0,0,0,0,0,545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,2,1307,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,120
HMP2_J45362_1_ST_T0_B0_0120_ZY39SN0-3011_APB4D,4583,0,0,0,0,0,0,0,0,1,36,0,0,0,4,0,17,0,0,0,0,3,8,0,0,0,0,0,3857,0,0,0,304,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,312,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,26,0,13,0,0,0,0,0,0,0,0,0,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,453,0,0,248,0,0,0,0,0,0,0,0,88,0,0,0,0,0,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,3237,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,767,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,61
HMP2_J79883_1_ST_T0_B0_0120_ZTMFN3O-05_B64B9,4969,0,0,0,0,0,0,0,0,0,79,0,0,0,427,0,515,0,0,0,0,0,68,0,0,0,0,0,8631,0,0,6,2106,0,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179,1,0,0,274,0,0,0,0,0,0,0,0,21,0,0,0,19,0,56,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,406,0,0,1649,0,0,3,0,0,0,0,0,162,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,144,0,373
HMP2_J45280_1_ST_T0_B0_0120_ZTL5S2Y-04_APATM,3228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,11501,0,0,2,227,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,159,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,187,0,0,125,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,161,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,25
HMP2_J28656_1_ST_T0_B0_0120_ZX52KVK-2013_AVTWA,1558,0,0,0,0,0,0,0,0,0,2,0,0,0,101,0,10,0,0,0,0,0,10,0,0,0,0,0,791,0,0,1,95,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,110,4,0,125,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HMP2_J45543_1_ST_T0_B0_0120_ZK4CK8Y-08_APA62,10852,0,0,0,0,0,0,0,0,0,5,0,0,0,95,0,65,0,0,0,2,1,9,0,0,0,0,0,4353,0,0,4,746,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,53,114,0,0,415,0,0,0,0,2,0,0,0,5,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,895,8,0,4372,0,0,0,0,0,0,0,0,139,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,654,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,73,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,69
HMP2_J79871_1_ST_T0_B0_0120_ZPDABJR-6014_B86HB,7397,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,4,0,0,0,0,25,0,0,0,0,0,0,21181,0,0,3,1097,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,89,0,0,427,0,0,0,0,0,0,0,0,17,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0,101,0,0,749,0,390,0,0,0,0,0,0,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28
HMP2_J79940_1_ST_T0_B0_0120_ZOZOW1T-7039_B64B9,6629,0,0,0,0,0,0,0,0,1,10,0,0,0,186,0,3,0,0,0,1,61,6,0,0,0,0,0,7713,0,0,1,602,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,205,0,1,0,0,0,0,0,0,0,0,0,2885,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,139,4,0,418,0,309,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,2534,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,90
HMP2_J79948_1_ST_T0_B0_0120_ZL9BTWF-6032_B64B9,3178,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,9843,0,0,7,1201,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147,0,0,2710,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,299
HMP2_J45436_1_ST_T0_B0_0120_ZJXC41N-04_APB4D,12674,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,7,0,0,0,0,1,3,0,0,0,0,0,1627,0,0,1,175,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,36,0,2,367,0,0,0,0,1,0,0,0,1,0,17,0,25,0,0,0,0,0,0,0,0,0,0,0,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,31,0,321,6,0,485,0,88,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,185,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,120,0,16
HMP2_J45261_1_ST_T0_B0_0120_ZOZOW1T-6022-2_APATM,3683,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13880,0,0,0,112,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,683,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,107,1,0,115,0,258,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,216,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
HMP2_J43802_1_ST_T0_B0_0120_ZMGT937-06_ANBEN,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMP2_J43823_1_ST_T0_B0_0120_ZX52KVK-1021_ANBEN,3208,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,21,0,0,0,0,2,14,0,0,0,0,0,1501,0,0,3,175,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,167,14,0,310,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,1316,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,81,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10
HMP2_J45493_1_ST_T0_B0_0120_ZN9YTFN-6016_APA62,12215,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,188,6,0,0,0,0,0,809,0,0,0,4579,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,116,0,1,1112,0,0,0,0,0,0,0,0,1,0,12,0,536,0,2,0,0,0,6,0,0,0,0,0,4274,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,203,0,0,15,0,0,0,0,0,0,0,0,4196,0,0,0,0,0,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,1,1868,32,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,39,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,130,0,152
HMP2_J45328_1_ST_T0_B0_0120_ZNED4XZ-01_APB4D,575,0,0,0,0,0,0,0,0,1,0,0,0,0,49,0,26,0,0,0,0,0,5,0,0,0,0,0,5774,0,0,0,140,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,0,2,1427,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,587,0,0,0,0,0,0,0,0,236,0,0,0,0,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,8,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,6170,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54
HMP2_J45273_1_ST_T0_B0_0120_ZOZOW1T-6031-1_APATM,6517,0,0,0,0,0,0,0,0,0,2,0,0,0,48,0,0,0,0,0,0,1,6,0,0,0,0,0,2223,0,0,1,118,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,52,0,0,0,0,0,0,0,0,1,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,523,6,0,137,0,91,0,0,0,0,0,0,119,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,177,0,339,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,290,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,15
HMP2_J45086_1_ST_T0_B0_0120_ZYHHR4Z-08_APAJ2,5172,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,549,0,0,0,0,0,29,0,0,0,0,0,2722,0,0,4,172,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,122,0,0,680,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
HMP2_J28593_1_ST_T0_B0_0120_ZL9BTWF-1023-AL1_AL5DH,2862,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,6,0,0,0,0,2,0,0,0,0,0,0,4332,0,0,0,375,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,11,0,138,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3
HMP2_J45164_1_ST_T0_B0_0120_ZOZOW1T-6047_APATM,6001,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,3857,0,0,0,226,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,0,2,240,0,0,0,0,4,0,0,0,0,0,0,0,170,0,1,0,0,0,0,0,0,0,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,229,9,0,226,0,124,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1527,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,25
HMP2_J00826_1_ST_T0_B0_0120_ZN9YTFN-1011_AA31J,7858,0,0,0,0,0,0,0,0,0,6,0,0,0,2696,0,0,0,0,0,0,12,3,0,0,0,0,0,4161,0,10,88,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,51,94,0,0,508,1,0,0,0,0,0,0,0,0,0,41,0,155,0,4,0,0,0,0,0,0,0,0,0,6632,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,21,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,233,0,0,246,0,0,1,0,0,0,0,0,2144,0,0,0,0,0,18525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,711,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,308,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,11,0,19
HMP2_J45176_1_ST_T0_B0_0120_ZOZOW1T-4026-4_APATM,5668,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,7,9,0,0,0,0,0,9893,0,0,1,439,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,34,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,0,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,581,14,0,312,0,314,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,266,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28
HMP2_J45113_1_ST_T0_B0_0120_ZSQNUZ5-02_APAJ2,4368,0,0,0,0,0,0,0,0,0,6,0,0,0,660,0,5,0,0,0,0,15,0,0,0,0,0,0,7088,0,0,17,398,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,0,1,107,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,137,0,0,478,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
HMP2_J00843_1_ST_T0_B0_0122_ZLYEM2C-03_AA31J,11432,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,86,0,0,0,0,0,0,9020,0,3,30,754,0,0,0,0,0,39,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,81,0,0,686,0,0,0,0,0,0,0,0,68,0,106,0,140,0,0,0,0,0,11,0,0,0,0,0,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,180,3,0,225,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,1,1508,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,394,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,87,476,60
HMP2_J28598_1_ST_T0_B0_0120_ZVM4N7A-01-AL1_AL5DH,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5231,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,1,0,0,0,1,5,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,136,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,338,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
