Unnamed: 0;o__;o__Acidimicrobiales;o__Acidobacteriales;o__Actinomycetales;o__Aeromonadales;o__Alteromonadales;o__Anaeroplasmatales;o__Aquificales;o__Bacillales;o__Bacteroidales;o__Bifidobacteriales;o__Brachyspirales;o__Burkholderiales;o__CW040;o__Campylobacterales;o__Cardiobacteriales;o__Caulobacterales;o__Cerasicoccales;o__Chlorophyta;o__Clostridiales;o__Coriobacteriales;o__Cytophagales;o__Deinococcales;o__Desulfovibrionales;o__EW055;o__Enterobacteriales;o__Erysipelotrichales;o__Flavobacteriales;o__Fusobacteriales;o__Gemellales;o__Halanaerobiales;o__I025;o__IS-44;o__Lactobacillales;o__ML615J-28;o__MLE1-12;o__Neisseriales;o__Nitrospirales;o__Oceanospirillales;o__Pasteurellales;o__Pseudomonadales;o__RB41;o__RF32;o__RF39;o__Rhizobiales;o__Rhodobacterales;o__Rhodocyclales;o__Rhodospirillales;o__Rickettsiales;o__SC-I-84;o__SHA-98;o__Saprospirales;o__Sphingobacteriales;o__Sphingomonadales;o__Spirochaetales;o__Streptophyta;o__Synergistales;o__Turicibacterales;o__Verrucomicrobiales;o__Victivallales;o__WD2101;o__Xanthomonadales;o__YS2
HMP2_J79812_1_ST_T0_B0_0120_ZPDABJR-6036_B64B9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5876395122532471;0.0;0.0;0.010604917186320848;0.0;0.0003574691186400286;0.0;0.0;0.0;0.0;0.3790761409222703;0.0009929697740000795;0.0;0.0;3.971879096000318e-05;0.0;3.971879096000318e-05;0.00262144020336021;0.0;0.0;0.0;0.0;0.0;0.0;0.00023831274576001908;0.0003574691186400286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012630575525281011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.943758192000635e-05;0.0;0.0;0.0019462207570401556;0.0;0.0;0.0;0.00337609723160027
HMP2_J45512_1_ST_T0_B0_0120_ZVBQY1N-02_APA62;0.0;0.0;0.0;7.416930379746836e-05;9.889240506329114e-05;0.0;0.0;0.0;0.0;0.687079707278481;0.0;0.0;0.06754351265822785;0.0;0.0;0.0;0.0;0.0;0.0;0.2182060917721519;0.0003708465189873418;0.0;0.0;0.0001730617088607595;0.0;0.0;0.0020767405063291137;0.0;0.0027195411392405065;0.0;0.0;0.0;0.0;4.944620253164557e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018270371835443038;0.0;2.4723101265822784e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019778481012658228;0.0003708465189873418;0.0;0.0;0.002744264240506329
HMP2_J45523_1_ST_T0_B0_0120_ZV14SIB-03_APA62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.318981928945904;0.0;0.0;0.009343057142020326;0.0;0.0;0.0;0.0;0.0;0.0;0.6526960138242099;0.00128869753683039;0.0;0.0;0.00023430864306007087;0.0;0.0;0.014849310253931993;0.0;0.0;0.0;0.0;0.0;0.0;0.0001464429019125443;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00128869753683039;0.00102510031338781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.928858038250886e-05;0.0;0.0;8.786574114752658e-05;2.928858038250886e-05;0.0;0.0;0.0
HMP2_J79934_1_ST_T0_B0_0120_ZTL5S2Y-1014_B64B9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6446051008405772;0.0;0.0;0.004819691883983131;0.0;0.0;0.0;0.0;0.0;0.0;0.2309148807986918;0.002122959520325903;0.0;0.0;0.0002008204951659638;0.0;0.0;0.0019508276673265055;0.0;5.7377284333132515e-05;0.0;0.00011475456866626503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11478325730843159;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.606592649969878e-05;0.0003442637059987951;0.0;0.0;0.0;0.0
HMP2_J00881_1_ST_T0_B0_0122_ZMBH10Z-03_AA31J;9.173470323823502e-05;0.0;0.0;3.057823441274501e-05;0.0;0.0;0.0;0.0;3.057823441274501e-05;0.4380332079625722;6.115646882549002e-05;0.0;0.013882518423386234;0.0;0.0;0.0;3.057823441274501e-05;0.0;0.0;0.3956211968320949;0.007736293306424487;0.0;0.0;0.0017123811271137204;0.0;6.115646882549002e-05;0.003455340488640186;0.0;3.057823441274501e-05;3.057823441274501e-05;6.115646882549002e-05;0.0;0.0;0.0007338776259058802;0.0014065987829862704;0.0;0.0;0.0;0.0;0.00015289117206372503;0.0014677552518117603;0.0;0.0;0.0004892517506039202;0.0;0.0;0.0;0.0;0.0;0.0;0.00018346940647647004;0.0;0.0;0.0;0.0;3.057823441274501e-05;0.0;0.0;0.13460538788490353;0.0;0.0;0.0;6.115646882549002e-05
HMP2_J74151_1_ST_T0_B0_0120_ZYU89T9-2013-AL2_AVTWA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5475932936722553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4210383991346674;0.0005408328826392645;0.0;0.0;0.0;0.0;0.0;0.0033802055164954027;0.0;0.0;0.0;0.0;0.0;0.0;0.00027041644131963225;0.0;0.0;0.0;0.0;0.0;0.0;0.00013520822065981613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0041914548404543;0.0;0.0;0.022850189291508925;0.0;0.0;0.0;0.0
HMP2_J45318_1_ST_T0_B0_0120_ZY9XQJP-01_APB4D;0.0;0.0;0.0;0.000891946992864424;0.0;0.0;0.0;0.0;0.0;0.0860091743119266;0.0;0.0;0.00019113149847094801;0.0;0.0;0.0;0.0;0.0;0.0;0.7831294597349643;0.11289500509683996;0.0;0.0;0.0;0.0;6.371049949031601e-05;0.0071992864424057085;0.0;0.0;0.0;0.00031855249745158003;0.0;0.0;0.00815494393476045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012742099898063202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.371049949031601e-05;0.00095565749235474;0.0;0.0;0.0;0.0
HMP2_J66972_1_ST_T0_B0_0120_ZS78KHV-6025_APATM;0.0;0.0;0.0;0.00014853691142248848;0.0;0.0;0.0;0.0;0.00024756151903748084;0.309847997227311;0.0;0.0;0.014556617319403872;4.9512303807496165e-05;0.0;0.0;0.0;0.0;0.0;0.6116254889340001;0.013071248205178987;0.0;0.0;0.0003960984304599693;0.0;0.0;0.010397583799574193;0.0;0.0;0.00014853691142248848;0.0;0.0;0.0;0.0016834183294548695;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.035302272614744765;0.0;0.0;0.0;0.0;0.0;0.00024756151903748084;0.0;0.0;0.0;0.0;0.0;0.0;0.0005941476456899539;0.0;0.0;0.0016834183294548695;0.0;0.0;0.0;0.0
HMP2_J45537_1_ST_T0_B0_0120_ZJTKAE3-6022_APA62;0.0;0.0;0.0;2.992130696268813e-05;0.0;0.0;0.0;0.0;0.0;0.9064061518207115;0.0;0.0;0.008946470781843751;0.0;0.0;0.0;0.0;0.0;0.0;0.08330091858412375;5.984261392537626e-05;0.0;0.0;0.00014960653481344065;0.0;0.00014960653481344065;0.0008677179019179557;0.0;0.0;0.0;0.0;0.0;0.0;8.976392088806439e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMP2_J45117_1_ST_T0_B0_0120_ZRB0F6P-6014_APAJ2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3517959262353017;0.0;0.0;0.016642035597249888;0.0;0.00012850992739189102;0.0;0.0;0.0;0.0;0.6009124204844825;0.0017991389834864744;0.0;0.0;0.004754867313499968;0.0;0.0003855297821756731;0.011951423247445865;0.0;0.0;0.0;0.0;0.0;0.0;6.425496369594551e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00687528111546617;0.0008995694917432372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0026987084752297117;0.0008353145280472916;0.0;0.0;0.00025701985478378205
HMP2_J08152_1_ST_T0_B0_0120_ZOZOW1T-6011;2.7555041194786585e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6307900030310545;2.7555041194786585e-05;0.0;0.0046843570031137195;0.0;0.0;0.0;0.0;0.0;0.0;0.3056680719737676;0.000799096194648811;0.0;0.0;0.00022044032955829268;0.0;0.0;0.00686120525750186;0.0;0.0;0.0;0.0018186327188559146;0.0;0.0;0.0;0.01733212091152076;0.0;0.0;0.0;0.0;2.7555041194786585e-05;2.7555041194786585e-05;0.0;0.01096690639552506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011022016477914634;0.0;0.0;0.0;0.0;0.0;0.0;0.0001653302471687195;0.013557080267835;0.004574136838334573;0.0;0.0;0.0023421785015568597
HMP2_J09132_1_ST_T0_B0_0120_ZMGT937-1011_ADM3N;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7300875942147077;6.790249202145719e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25741834725334417;0.001765464792557887;0.0;0.0;0.0;0.0;0.0;0.010321178787261492;0.0;0.0;0.0;0.0;0.0;0.0;0.00020370747606437156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.790249202145719e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.790249202145719e-05;0.0;0.0;0.0;0.0;0.0
HMP2_J08157_1_ST_T0_B0_0120_ZOZOW1T-6013A_ACNUP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6323020722206059;3.232793456826043e-05;0.0;0.005722044418582097;0.0;3.232793456826043e-05;0.0;0.0;0.0;0.0;0.3228267545986487;0.00025862347654608344;0.0;0.0;0.0002909514111143439;0.0;6.465586913652086e-05;0.0047522063815342835;0.0;0.0;0.0;0.0028125303074386576;0.0;0.0;3.232793456826043e-05;0.00966605243590987;0.0;0.0;0.0;0.0;0.00012931173827304172;0.0;0.0;0.0009375101024795525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016163967284130217;0.0;0.0;0.0;0.0;0.0;0.0;0.0001939676074095626;0.016454918695244562;0.0015194129247082405;0.0;0.0;0.0018103643358225842
HMP2_J80082_1_ST_T0_B0_0120_ZX52KVK-07_B86HB;3.219989696032973e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5376416795466255;3.219989696032973e-05;0.0;0.04272926326635755;0.0;6.439979392065946e-05;0.0;0.0;0.0;0.0;0.39077794951056155;0.0034453889747552806;0.0;0.0;0.001287995878413189;0.0;0.0009015971148892323;0.016743946419371457;0.0;0.0;3.219989696032973e-05;0.0;0.0;0.0;0.00012879958784131891;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005989180834621329;0.0;0.0;0.0;0.00019319938176197836
HMP2_J79827_1_ST_T0_B0_0120_ZPF36E2-04_B64B9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7229512060972735;0.0;0.0;0.01972185118252534;0.0;0.0;0.0;0.0;0.0;0.0;0.24538382965349256;0.0011000235719336843;0.0;0.0;0.0;0.0;0.00023571933684293236;0.00463581362457767;0.0;0.0;0.0;0.0;0.0;0.0;0.001964327807024436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001571462245619549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003850082501767895;0.0;0.0;0.0;0.0
HMP2_J05395_1_ST_T0_B0_0120_ZOZOW1T-57ST_AAH7B;0.00017003429024853347;0.0;0.0;0.002153767676481424;0.0;0.0;0.0;0.0;0.0005101028707456003;0.48051690424235555;0.0;0.0;0.0017003429024853346;8.501714512426673e-05;2.8339048374755574e-05;0.0;2.8339048374755574e-05;0.0;0.0;0.4670275172159719;0.007566525916059739;0.0;0.0;0.0007651543061184006;0.0;5.667809674951115e-05;0.012894267010513787;0.0;0.0;0.0;0.0026355314988522685;0.0;0.0;0.0034857029500949357;0.001076883838240712;0.0;5.667809674951115e-05;0.0;0.0;0.0;0.00039674667724657806;0.0;0.0;0.00017003429024853347;0.00034006858049706693;0.0;0.0;0.0;0.0;0.0;0.0002267123869980446;0.0;5.667809674951115e-05;0.00028339048374755575;0.0;5.667809674951115e-05;5.667809674951115e-05;0.017400175702099924;0.0001133561934990223;0.0;0.0;0.0;0.00014169524187377787
HMP2_J08151_1_ST_T0_B0_0120_ZOZOW1T-6011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.614049139007326;0.0;0.0;0.006077595345221549;0.0;0.0;0.0;0.0;0.0;0.0;0.2970248050693741;0.0002826788532661186;0.0;0.0;0.0003533485665826482;0.0;4.711314221101976e-05;0.012508539257025747;0.0;0.0;0.0;0.0007773668464818261;0.0;0.0;2.355657110550988e-05;0.030623542437162848;0.0;0.0;0.0;0.0;2.355657110550988e-05;2.355657110550988e-05;0.0;0.014911309509787755;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016489599773856917;0.0;0.0;0.0;0.0;0.0;2.355657110550988e-05;9.422628442203952e-05;0.00998798614873619;0.01008221243315823;0.0;0.0;0.0029210148170832253
HMP2_J66947_1_ST_T0_B0_0120_ZN9YTFN-6015_APATM;7.120478496154942e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10175163771005412;0.0;0.0;0.00021361435488464824;0.0;0.0;0.0;0.0;0.0;0.00021361435488464824;0.7940045571062375;0.0485616633437767;0.0;0.0;0.0;0.0;0.00014240956992309884;0.049416120763315294;0.0;0.0;0.0;0.0004272287097692965;0.0;0.0;0.0014240956992309882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002207348333808032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015665052691540872;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMP2_J45327_1_ST_T0_B0_0120_ZNED4XZ-4013_APB4D;0.0;0.0;0.0;4.159906818087275e-05;0.0;0.0;0.0;0.0;4.159906818087275e-05;0.3846249844003494;0.0;0.0;8.31981363617455e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.5927451225092558;0.017929198385956156;0.0;0.0;0.0;0.0;0.003119930113565456;0.0010399767045218187;0.0;0.0;0.0;0.0;0.0;0.0;0.00029119347726610926;0.0;8.31981363617455e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMP2_J28655_1_ST_T0_B0_0120_ZX52KVK-2012_AVTWA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2520243640272304;0.0;0.0;0.012611967036904335;0.0;0.0;0.0;0.0;0.0;0.0;0.692511644571838;0.0020781082049444646;0.0;0.0;0.0005732712289501971;0.0;0.0;0.0012182013615191687;0.0;0.0;0.0;0.0;0.0;0.0;0.00028663561447509855;0.01067717663919742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.165890361877464e-05;0.0;0.0;0.0;0.0;0.0;0.0002149767108563239;0.0;0.023002508061626657;0.0;0.0;0.0;0.004729487638839126
HMP2_J45197_1_ST_T0_B0_0120_ZOZOW1T-7016_APAJ2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5969290621637282;0.0;0.0;0.016265209833623045;0.0;0.0;0.0;0.0;0.0;0.0;0.3825428358579588;0.000786358745136992;0.0;0.0;0.0007035841403857297;0.0;0.0002897111166294181;0.0002069365118781558;0.0;0.0;0.0;0.0004138730237563116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011588444665176724;0.0;0.0;0.0002069365118781558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.277460475126231e-05;0.0;0.00033109841900504924;0.0;0.0;8.277460475126231e-05
HMP2_J45141_1_ST_T0_B0_0120_ZKFV71L-2012_APAJ2;7.539203860072376e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2994571773220748;0.0;0.0;0.007765379975874548;0.0;0.0;0.0;0.0;0.0;0.0;0.6450542822677925;0.0039203860072376355;0.0;0.0;7.539203860072376e-05;0.0;0.00030156815440289503;0.006860675512665862;0.0;0.0;0.0;0.00015078407720144752;0.0;0.0;0.0018094089264173703;0.0002261761158021713;0.0;0.0;0.0;0.0;0.0003769601930036188;0.0;0.0;0.020355850422195416;0.0016586248492159229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005051266586248492;0.00015078407720144752;0.0;0.0;0.006709891435464415
HMP2_J09111_1_ST_T0_B0_0120_ZKFV71L-05X_ADM3N;0.00010589854918987609;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3832468495181616;0.0;0.0;0.0037593984962406013;0.0;5.2949274594938046e-05;0.0;0.0;0.0;0.0;0.5294397966747856;0.00047654347135444246;0.0;0.0;0.0;0.0;0.0;0.01138409403791168;0.0;0.0;0.0;0.00026474637297469025;0.0;0.0;0.0009530869427088849;0.0014296304140633273;0.0;0.0;0.0;0.0;0.00021179709837975219;0.0;0.0;0.048554484803558194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004659536164354548;0.0;0.00026474637297469025;0.005877369480038123;0.0;0.0;0.0;0.009319072328709096
